questionId,optionId,dimensionCode,subdimensionCode,variantType,primarySignal,secondarySignals,primaryAxisContribution,secondaryAxisModifiers,signalStrength,confidenceBand,sensitivityHandling,reviewRouting,crossFamilyHandling,safetyNotes,correctionNotes
Q106,C,SO,SO_NOTICING_STATE,core_behavior,quiet_reset_need,"social_modulation, returnable_distance, recovery_margin_need","[baseline_tendency_axis, social_context_modulation_axis, recovery_adjustment_axis] + [emotional_load_axis, social_distance_axis, recovery_margin_axis, awareness_reflection_axis]",quiet_reset_need: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent emotional_load conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion; recovery_margin_need: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q106,D,SO,SO_NOTICING_STATE,core_behavior,load_externalization,none,"[baseline_tendency_axis] + [emotional_load_axis, awareness_reflection_axis]",load_externalization: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent emotional_load conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q106,E,SO,SO_NOTICING_STATE,core_behavior,schedule_reframe,none,"[baseline_tendency_axis] + [rhythm_structure_axis, awareness_reflection_axis]",schedule_reframe: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent rhythm_daily_flow conclusion,0,L,public_safe,needs_review,source_bounded_cross_family_primary,source_context_content_axis_required; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; zero_not_negative_no_meaningful_source_axis_contribution,"signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added; reviewRouting recalibrated: none -> needs_review; routing is privacy review, not score"
Q107,A,SO,SO_NOTICING_STATE,scenario_pressure,delayed_notice,"later_review, tension_pressure","[pressure_response_axis, awareness_reflection_axis] + [awareness_reflection_axis, emotional_load_axis]",tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q107,B,SO,SO_NOTICING_STATE,scenario_pressure,schedule_reframe,"later_review, tension_pressure","[pressure_response_axis, awareness_reflection_axis] + [rhythm_structure_axis, awareness_reflection_axis, emotional_load_axis]",schedule_reframe: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent rhythm_daily_flow conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q107,C,SO,SO_NOTICING_STATE,scenario_pressure,social_input_sensitive,"social_modulation, later_review, tension_pressure","[pressure_response_axis, social_context_modulation_axis, awareness_reflection_axis] + [clarity_decision_axis, social_distance_axis, awareness_reflection_axis, emotional_load_axis]",social_input_sensitive: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent clarity_decision conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,0,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity; zero_not_negative_no_meaningful_source_axis_contribution,signalStrength set to 0 for route-only / weak-context source contribution; cross-family containment note added
Q107,D,SO,SO_NOTICING_STATE,scenario_pressure,state_notice,"later_review, tension_pressure","[pressure_response_axis, awareness_reflection_axis] + [awareness_reflection_axis, emotional_load_axis]",tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q107,E,SO,SO_NOTICING_STATE,scenario_pressure,delayed_notice,"later_review, tension_pressure","[pressure_response_axis, awareness_reflection_axis] + [awareness_reflection_axis, emotional_load_axis]",tension_pressure: cross-family auxiliary modifier; does not create independent subdimension conclusion,3,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity; confidence_not_intensity,confidenceBand decoupled from signalStrength: H -> M
Q108,A,SO,SO_NOTICING_STATE,social_contextual,delayed_notice,"social_modulation, later_review","[social_context_modulation_axis, awareness_reflection_axis] + [awareness_reflection_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q108,B,SO,SO_NOTICING_STATE,social_contextual,state_notice,"social_modulation, later_review","[social_context_modulation_axis, awareness_reflection_axis] + [awareness_reflection_axis, social_distance_axis]",social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_low,needs_review,modifier_only,no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing,unchanged
Q108,C,SO,SO_NOTICING_STATE,social_contextual,state_notice,"later_review, load_externalization, social_modulation","[social_context_modulation_axis, awareness_reflection_axis] + [awareness_reflection_axis, emotional_load_axis, social_distance_axis]",load_externalization: cross-family auxiliary modifier; does not create independent subdimension conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,2,M,private_medium,needs_review,modifier_only,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_maturity_superiority_fixed_identity_or_compliance_framing; privacy_routing_not_severity; sensitivity_not_severity,unchanged
Q108,D,SO,SO_NOTICING_STATE,social_contextual,quiet_reset_need,"social_modulation, returnable_distance, later_review","[social_context_modulation_axis, awareness_reflection_axis] + [emotional_load_axis, social_distance_axis, awareness_reflection_axis]",quiet_reset_need: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent emotional_load conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion; returnable_distance: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,non_clinical_emotional_load_boundary; no_reply_or_contact_advice; no_therapy_or_wellness_prescription; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q108,E,SO,SO_NOTICING_STATE,social_contextual,boundary_awareness,"later_review, social_modulation","[social_context_modulation_axis, awareness_reflection_axis] + [boundary_scope_axis, awareness_reflection_axis, social_distance_axis]",boundary_awareness: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent boundary conclusion; social_modulation: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_reply_or_contact_advice; no_work_family_duty_judgment; no_maturity_superiority_fixed_identity_or_compliance_framing; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
Q109,A,SO,SO_NOTICING_STATE,recovery_adjustment,small_start,"boundary_awareness, method_shift","[recovery_adjustment_axis] + [rhythm_structure_axis, boundary_scope_axis, recovery_margin_axis, awareness_reflection_axis]",small_start: cross-family primary exception bounded by SO_NOTICING_STATE source context; does not create independent rhythm_daily_flow conclusion; boundary_awareness: cross-family auxiliary modifier; does not create independent subdimension conclusion; method_shift: cross-family auxiliary modifier; does not create independent subdimension conclusion,1,L,private_medium,needs_review,source_bounded_cross_family_primary,no_therapy_or_wellness_prescription; no_work_family_duty_judgment; source_context_content_axis_required; privacy_routing_not_severity; sourceContextContentAxis_preserved; no_independent_cross_dimension_score; sensitivity_not_severity,cross-family containment note added
